seed,shot,method,tgt_acc,tgt_f1_macro,tgt_bce,src_thr_pre,src_f1_pre,src_acc_after,src_f1_after,src_bce_after,forget_f1,avg_f1_after,trainable_params,t_pretrain,t_fisher,t_adapt,t_total_once
45,10,Transfer-Plain,0.6729096989966555,0.6728722297472356,0.6367263197898865,0.1,0.9990741848501302,0.9968758875319511,0.9966005868115126,0.004230036400258541,0.002473598038617575,0.8347364082793741,580769,64.50238490104675,0.0,11.733036041259766,76.23542094230652
45,10,Transfer-Plain+EWC,0.6695652173913044,0.669500005370127,0.6369724869728088,0.1,0.9990741848501302,0.9968758875319511,0.9966005868115126,0.004240276757627726,0.002473598038617575,0.8330502960908198,580769,64.50238490104675,0.4037044048309326,6.3718016147613525,71.27789092063904
45,10,Adapter-Only,0.6575250836120401,0.6398715762769918,0.6667676568031311,0.1,0.9990741848501302,0.9991479693268958,0.9990741848501302,0.0004617282247636467,0.0,0.8194728805635609,41761,64.50238490104675,0.0,6.778268337249756,71.28065323829651
45,10,DAEWC,0.6695652173913044,0.6425494554001154,0.6395416855812073,0.1,0.9990741848501302,0.9991479693268958,0.9990741848501302,0.000781464739702642,0.0,0.8208118201251229,58273,64.50238490104675,0.4037044048309326,6.551894903182983,71.45798420906067
45,10,ReplayUpper,0.7377926421404682,0.7377784459645693,0.5708756446838379,0.1,0.9990741848501302,0.9991479693268958,0.9990741848501302,0.0002648626687005162,0.0,0.8684263154073497,580898,0.0,0.0,80.71728515625,80.71728515625
45,20,Scratch-Plain,0.8354515050167224,0.835350653815986,0.36168453097343445,,,,,,,,580898,0.0,0.0,14.715128421783447,14.715128421783447
45,20,Transfer-Plain,0.8347826086956521,0.8347636825103624,0.40772122144699097,0.1,0.9990741848501302,0.9940357852882704,0.9934987189730471,0.007460358086973429,0.00557546587708313,0.9141312007417047,580769,64.50238490104675,0.0,14.210250854492188,78.71263575553894
45,20,Transfer-Plain+EWC,0.8294314381270903,0.829371585249756,0.40703701972961426,0.1,0.9990741848501302,0.9940357852882704,0.9934987189730471,0.0075105419382452965,0.00557546587708313,0.9114351521114015,580769,64.50238490104675,0.4037044048309326,6.5694029331207275,71.47549223899841
45,20,Adapter-Only,0.662876254180602,0.6432089037722841,0.6227736473083496,0.1,0.9990741848501302,0.9991479693268958,0.9990741848501302,0.0004617282247636467,0.0,0.8211415443112071,41761,64.50238490104675,0.0,10.885188341140747,75.3875732421875
45,20,DAEWC,0.6394648829431439,0.6360886045136837,0.5726003646850586,0.1,0.9990741848501302,0.9997159897756319,0.9996915023485161,0.00028268666937947273,-0.0006173174983858942,0.8178900534310999,58273,64.50238490104675,0.4037044048309326,10.818708419799805,75.72479772567749
45,20,ReplayUpper,0.8066889632107024,0.8066765076082351,0.460928350687027,0.1,0.9990741848501302,0.9994319795512638,0.9993828973713286,0.00035625099553726614,-0.000308712521198351,0.9030297024897818,580898,0.0,0.0,81.49667477607727,81.49667477607727
45,80,Scratch-Plain,0.8749163879598663,0.874859053330773,0.29055729508399963,,,,,,,,580898,0.0,0.0,12.894518613815308,12.894518613815308
45,80,Transfer-Plain,0.882943143812709,0.8825173726102136,0.2834145128726959,0.1,0.9990741848501302,0.9946038057370066,0.9941199793519417,0.004834966734051704,0.00495420549818848,0.9383186759810777,580769,64.50238490104675,0.0,13.404117107391357,77.90650200843811
