shot,method,tgt_f1_macro_mean,tgt_f1_macro_ci95,forget_f1_mean,forget_f1_ci95,adapt_time_mean_s,adapt_time_ci95,trainable_params
10,Adapter-Only,0.8121247598890694,0.03912950786144428,0.0,0.0,6.246439027786255,1.7872891154200659,58049.0
10,DAEWC,0.8358207595393583,0.03133831490083868,7.774927230086437e-05,6.221237478680568e-05,4.51252384185791,1.1066230855619161,74561.0
10,ReplayUpper,0.916405900208242,0.04022171529312003,0.0030012764257694837,0.0037267976910632236,34.72141828536987,5.592901405601091,580898.0
10,Scratch-Plain,0.8773972278349819,0.040051645930035025,,,3.3464957237243653,1.0821701670725568,580769.0
10,Transfer-Plain,0.901482740505054,0.03988876532279461,0.011559114319705998,0.009931653984451304,2.9249099254608155,0.42890758516204885,580769.0
10,Transfer-Plain+EWC,0.8763330990146809,0.09993175263452608,0.0006739868456687503,0.0002941459053354592,3.093366003036499,0.2036857813198824,580769.0
20,Adapter-Only,0.8527577632950816,0.034354377306071174,0.0,0.0,5.199101257324219,1.7303383182974557,58049.0
20,DAEWC,0.8659472969432009,0.03397089917805825,0.00015550168739664194,0.00012443043600094154,4.111748504638672,0.2481334292369631,74561.0
20,ReplayUpper,0.9278668969752644,0.05870381102431649,0.002381454670154981,0.0019645574641585814,39.35963411331177,2.413480028782676,580898.0
20,Scratch-Plain,0.9516849822781204,0.020110394564874942,,,4.805260848999024,2.812583547472478,580769.0
20,Transfer-Plain,0.9469827381499144,0.042569740667330526,0.0016844147123543207,0.001071755243537764,4.1182890892028805,1.3347031480936373,580769.0
20,Transfer-Plain+EWC,0.9689897069107334,0.012713803647448417,0.001374284798785741,0.0012648533207862314,3.1422096729278564,0.3407265760211857,580769.0
80,Adapter-Only,0.8775298455107542,0.035287758394702065,0.0,0.0,7.56454758644104,1.4060758527457544,58049.0
80,DAEWC,0.9761410956671936,0.004996059987492855,0.0004925149134579864,0.0002185027037876319,6.311748075485229,1.5090540602312008,138689.0
80,ReplayUpper,0.9826961625161891,0.005156241976584656,0.0014502729297845463,0.0007145895360627932,37.98172273635864,1.415404236275102,580898.0
80,Scratch-Plain,0.9845112590712155,0.0030984803485079424,,,3.6719258785247804,1.0093829858113583,580769.0
80,Transfer-Plain,0.9831133512763335,0.007432113099512277,0.0133619478753098,0.019471088555435227,3.648724842071533,1.4461460296520805,580769.0
80,Transfer-Plain+EWC,0.9820015118153791,0.0024218691829103697,0.001374090493295399,0.00043731711435056054,4.385150575637818,1.8395295541588412,580769.0
160,Adapter-Only,0.8779325994510335,0.033191698886262326,0.0,0.0,8.817006826400757,1.6983354463654816,58049.0
160,DAEWC,0.9824182861148684,0.007653256488794973,0.0006739500869672455,0.00031525215471942057,6.519733047485351,1.1370588783573081,138689.0
160,ReplayUpper,0.9872985458186572,0.002813208572759512,0.004988719880684167,0.006900649767358543,38.80304741859436,0.8232836929093327,580898.0
160,Scratch-Plain,0.988415844429119,0.002950552765896713,,,2.8263831615447996,0.2848881476028718,580769.0
160,Transfer-Plain,0.9919035499398102,0.002544227676755381,0.010662941943874293,0.01138605719757689,2.779041862487793,0.1532121384005436,580769.0
160,Transfer-Plain+EWC,0.9849260409760084,0.0020555489213435296,0.0006220724626397889,0.0002326899008360304,4.2048351764678955,0.7590655084610785,580769.0
